Garden identity;Subplot identity;Species;Range type;Herbivory;Competition;Survival;RGR leaf number;Number flowering units;Incidence of flowering ;Aboveground biomass;Plant height;Specific leaf area;Minimum temperature;Summertemperature 2009;Summerprecipitation 2009;Precipitation of the vegetation period 2009;Temperature of the vegetation period 2009;Precipitation of the vegetation period 2008;Temperature of the vegetation period 2008;Precipitation of the vegetation period 2008-2009;Temperature of the vegetation period 2008-2009;PCA1;PCA2
BN;BN_15;D_c;c;0;0;1;0.0078;343;1;29.655;64;85.48;-0.8;53.5;182.9;368;95.9;171.7;40.9;539.7;136.8;-1.3510;-0.5392
BN;BN_5;Sc_o;c;0;1;1;0.0059;348;1;126.705;137;77.46;-0.8;53.5;182.9;368;95.9;171.7;40.9;539.7;136.8;-1.3510;-0.5392
BN;BN_5;C_st;c;0;1;0;NA;364;1;NA;139;NA;-0.8;53.5;182.9;368;95.9;171.7;40.9;539.7;136.8;-1.3510;-0.5392
BN;BN_5;I_c;o;0;1;1;0.0438;370;1;51.197;52;197.63;-0.8;53.5;182.9;368;95.9;171.7;40.9;539.7;136.8;-1.3510;-0.5392
BN;BN_14;D_d;o;0;0;1;0.0589;370;1;42.082;56;143.16;-0.8;53.5;182.9;368;95.9;171.7;40.9;539.7;136.8;-1.3510;-0.5392
BN;BN_15;Sc_o;c;0;0;1;0.0142;382;1;153.823;142;100.55;-0.8;53.5;182.9;368;95.9;171.7;40.9;539.7;136.8;-1.3510;-0.5392
BN;BN_2;D_c;c;1;0;1;0.0215;385;1;80.901;78;72.37;-0.8;53.5;182.9;368;95.9;171.7;40.9;539.7;136.8;-1.3510;-0.5392
BN;BN_1;Sc_o;c;0;0;1;0.0201;387;1;125.504;126;82.61;-0.8;53.5;182.9;368;95.9;171.7;40.9;539.7;136.8;-1.3510;-0.5392
BN;BN_13;Si_n;o;0;1;1;-0.0093;391;1;17.263;63;NA;-0.8;53.5;182.9;368;95.9;171.7;40.9;539.7;136.8;-1.3510;-0.5392
BN;BN_14;Si_o;c;0;0;1;-0.0335;400;1;13.942;67;157.86;-0.8;53.5;182.9;368;95.9;171.7;40.9;539.7;136.8;-1.3510;-0.5392
BN;BN_6;Sc_o;c;1;1;1;0.0104;407;1;274.149;80;96.40;-0.8;53.5;182.9;368;95.9;171.7;40.9;539.7;136.8;-1.3510;-0.5392
BN;BN_10;Sc_o;c;1;0;1;0.0304;412;1;242.269;139;76.78;-0.8;53.5;182.9;368;95.9;171.7;40.9;539.7;136.8;-1.3510;-0.5392
BN;BN_8;I_c;o;1;0;1;0.0374;430;1;66.894;59;NA;-0.8;53.5;182.9;368;95.9;171.7;40.9;539.7;136.8;-1.3510;-0.5392
BN;BN_12;I_c;o;0;0;1;0.0205;430;1;72.282;110;101.78;-0.8;53.5;182.9;368;95.9;171.7;40.9;539.7;136.8;-1.3510;-0.5392
BN;BN_7;Si_o;c;1;1;1;0.0022;477;1;14.821;71;123.29;-0.8;53.5;182.9;368;95.9;171.7;40.9;539.7;136.8;-1.3510;-0.5392
BN;BN_11;Si_o;c;1;0;1;-0.0031;490;1;5.815;73;120.98;-0.8;53.5;182.9;368;95.9;171.7;40.9;539.7;136.8;-1.3510;-0.5392
BN;BN_11;Sc_o;c;1;0;1;0.0199;500;1;206.141;124;91.29;-0.8;53.5;182.9;368;95.9;171.7;40.9;539.7;136.8;-1.3510;-0.5392
BN;BN_1;D_c;c;0;0;1;0.0130;526;1;56.351;77;83.13;-0.8;53.5;182.9;368;95.9;171.7;40.9;539.7;136.8;-1.3510;-0.5392
BN;BN_9;Si_n;o;0;1;1;-0.0031;529;1;28.308;73;171.97;-0.8;53.5;182.9;368;95.9;171.7;40.9;539.7;136.8;-1.3510;-0.5392
BN;BN_13;I_c;o;0;1;1;0.0334;540;1;86.284;111;91.16;-0.8;53.5;182.9;368;95.9;171.7;40.9;539.7;136.8;-1.3510;-0.5392
BN;BN_14;Si_n;o;0;0;1;0.0028;569;1;63.460;61;128.22;-0.8;53.5;182.9;368;95.9;171.7;40.9;539.7;136.8;-1.3510;-0.5392
BN;BN_6;D_c;c;1;1;1;0.0168;594;1;38.857;91;81.15;-0.8;53.5;182.9;368;95.9;171.7;40.9;539.7;136.8;-1.3510;-0.5392
BN;BN_2;Si_n;o;1;0;1;-0.0226;598;1;34.423;74;121.73;-0.8;53.5;182.9;368;95.9;171.7;40.9;539.7;136.8;-1.3510;-0.5392
BN;BN_11;D_c;c;1;0;1;0.0254;624;1;53.174;67;80.24;-0.8;53.5;182.9;368;95.9;171.7;40.9;539.7;136.8;-1.3510;-0.5392
BN;BN_2;I_c;o;1;0;1;0.0291;664;1;13.042;129;108.00;-0.8;53.5;182.9;368;95.9;171.7;40.9;539.7;136.8;-1.3510;-0.5392
BN;BN_2;C_st;c;1;0;1;0.0370;715;1;142.995;102;88.10;-0.8;53.5;182.9;368;95.9;171.7;40.9;539.7;136.8;-1.3510;-0.5392
BN;BN_14;C_st;c;0;0;0;NA;740;1;NA;173;NA;-0.8;53.5;182.9;368;95.9;171.7;40.9;539.7;136.8;-1.3510;-0.5392
BN;BN_4;I_c;o;1;1;1;0.0400;750;1;94.986;124;108.54;-0.8;53.5;182.9;368;95.9;171.7;40.9;539.7;136.8;-1.3510;-0.5392
BN;BN_5;D_c;c;0;1;1;0.0114;752;1;72.382;77;94.28;-0.8;53.5;182.9;368;95.9;171.7;40.9;539.7;136.8;-1.3510;-0.5392
BN;BN_10;Si_n;o;1;0;0;NA;774;1;NA;79;NA;-0.8;53.5;182.9;368;95.9;171.7;40.9;539.7;136.8;-1.3510;-0.5392
BN;BN_12;D_d;o;0;0;1;0.0199;790;1;98.734;50;150.28;-0.8;53.5;182.9;368;95.9;171.7;40.9;539.7;136.8;-1.3510;-0.5392
BN;BN_8;Si_o;c;1;0;1;-0.0118;810;1;11.781;69;NA;-0.8;53.5;182.9;368;95.9;171.7;40.9;539.7;136.8;-1.3510;-0.5392
BN;BN_1;I_c;o;0;0;1;0.0185;910;1;83.215;112;99.62;-0.8;53.5;182.9;368;95.9;171.7;40.9;539.7;136.8;-1.3510;-0.5392
BN;BN_7;Si_n;o;1;1;1;0.0048;911;1;64.895;62;132.07;-0.8;53.5;182.9;368;95.9;171.7;40.9;539.7;136.8;-1.3510;-0.5392
BN;BN_10;C_st;c;1;0;0;NA;929;1;NA;162;NA;-0.8;53.5;182.9;368;95.9;171.7;40.9;539.7;136.8;-1.3510;-0.5392
BN;BN_16;Si_n;o;1;1;1;0.0065;934;1;92.466;63;89.18;-0.8;53.5;182.9;368;95.9;171.7;40.9;539.7;136.8;-1.3510;-0.5392
BN;BN_14;Sc_o;c;0;0;1;0.0044;964;1;256.159;119;105.82;-0.8;53.5;182.9;368;95.9;171.7;40.9;539.7;136.8;-1.3510;-0.5392
BN;BN_15;Si_o;c;0;0;1;-0.0079;970;1;10.016;90;83.98;-0.8;53.5;182.9;368;95.9;171.7;40.9;539.7;136.8;-1.3510;-0.5392
BN;BN_4;C_st;c;1;1;0;NA;979;1;NA;152;NA;-0.8;53.5;182.9;368;95.9;171.7;40.9;539.7;136.8;-1.3510;-0.5392
BN;BN_3;Si_n;o;0;1;1;-0.0215;992;1;32.837;59;131.68;-0.8;53.5;182.9;368;95.9;171.7;40.9;539.7;136.8;-1.3510;-0.5392
BN;BN_4;Si_n;o;1;1;1;0.0044;1008;1;48.219;78;134.50;-0.8;53.5;182.9;368;95.9;171.7;40.9;539.7;136.8;-1.3510;-0.5392
BN;BN_11;Si_n;o;1;0;1;0.0174;1058;1;111.807;63;106.91;-0.8;53.5;182.9;368;95.9;171.7;40.9;539.7;136.8;-1.3510;-0.5392
BN;BN_1;Si_o;c;0;0;1;0.0039;1091;1;16.352;84;121.02;-0.8;53.5;182.9;368;95.9;171.7;40.9;539.7;136.8;-1.3510;-0.5392
BN;BN_12;Si_o;c;0;0;1;-0.0132;1180;1;5.973;71;89.41;-0.8;53.5;182.9;368;95.9;171.7;40.9;539.7;136.8;-1.3510;-0.5392
BN;BN_12;Sc_o;c;0;0;1;0.0217;1180;1;496.471;142;111.31;-0.8;53.5;182.9;368;95.9;171.7;40.9;539.7;136.8;-1.3510;-0.5392
BN;BN_16;C_st;c;1;1;0;NA;1374;1;NA;165;NA;-0.8;53.5;182.9;368;95.9;171.7;40.9;539.7;136.8;-1.3510;-0.5392
BN;BN_15;Si_n;o;0;0;1;0.0030;1404;1;188.066;90;148.94;-0.8;53.5;182.9;368;95.9;171.7;40.9;539.7;136.8;-1.3510;-0.5392
BN;BN_7;C_st;c;1;1;0;NA;1763;1;NA;146;NA;-0.8;53.5;182.9;368;95.9;171.7;40.9;539.7;136.8;-1.3510;-0.5392
BN;BN_8;Si_n;o;1;0;1;0.0041;1914;1;86.162;76;138.14;-0.8;53.5;182.9;368;95.9;171.7;40.9;539.7;136.8;-1.3510;-0.5392
BN;BN_9;C_st;c;0;1;0;NA;2357;1;NA;135;NA;-0.8;53.5;182.9;368;95.9;171.7;40.9;539.7;136.8;-1.3510;-0.5392
BN;BN_15;C_st;c;0;0;1;0.0120;3276;1;1027.698;152;103.06;-0.8;53.5;182.9;368;95.9;171.7;40.9;539.7;136.8;-1.3510;-0.5392
BN;BN_1;I_h;c;0;0;1;0.0077;NA;NA;1.125;10;150.45;-0.8;53.5;182.9;368;95.9;171.7;40.9;539.7;136.8;-1.3510;-0.5392
BN;BN_6;C_st;c;1;1;0;NA;NA;NA;NA;111;NA;-0.8;53.5;182.9;368;95.9;171.7;40.9;539.7;136.8;-1.3510;-0.5392
BN;BN_1;Ca_v;o;0;0;0;NA;NA;NA;NA;NA;NA;-0.8;53.5;182.9;368;95.9;171.7;40.9;539.7;136.8;-1.3510;-0.5392
BN;BN_2;Sc_o;c;1;0;0;NA;NA;NA;NA;NA;NA;-0.8;53.5;182.9;368;95.9;171.7;40.9;539.7;136.8;-1.3510;-0.5392
BN;BN_3;C_st;c;0;1;0;NA;NA;NA;NA;NA;NA;-0.8;53.5;182.9;368;95.9;171.7;40.9;539.7;136.8;-1.3510;-0.5392
BN;BN_4;Ca_v;o;1;1;0;NA;NA;NA;NA;NA;NA;-0.8;53.5;182.9;368;95.9;171.7;40.9;539.7;136.8;-1.3510;-0.5392
BN;BN_4;Si_o;c;1;1;0;NA;NA;NA;NA;NA;NA;-0.8;53.5;182.9;368;95.9;171.7;40.9;539.7;136.8;-1.3510;-0.5392
BN;BN_6;Si_o;c;1;1;0;NA;NA;NA;NA;NA;NA;-0.8;53.5;182.9;368;95.9;171.7;40.9;539.7;136.8;-1.3510;-0.5392
BN;BN_12;C_st;c;0;0;0;NA;NA;NA;NA;NA;NA;-0.8;53.5;182.9;368;95.9;171.7;40.9;539.7;136.8;-1.3510;-0.5392
BN;BN_12;Ca_b;c;0;0;0;NA;NA;NA;NA;NA;NA;-0.8;53.5;182.9;368;95.9;171.7;40.9;539.7;136.8;-1.3510;-0.5392
BN;BN_13;C_st;c;0;1;0;NA;NA;NA;NA;NA;NA;-0.8;53.5;182.9;368;95.9;171.7;40.9;539.7;136.8;-1.3510;-0.5392
BN;BN_14;Ca_b;c;0;0;0;NA;NA;NA;NA;NA;NA;-0.8;53.5;182.9;368;95.9;171.7;40.9;539.7;136.8;-1.3510;-0.5392
BN;BN_16;Si_o;c;1;1;0;NA;NA;NA;NA;NA;NA;-0.8;53.5;182.9;368;95.9;171.7;40.9;539.7;136.8;-1.3510;-0.5392
BS;BS_2;Sc_o;c;0;0;0;NA;0;0;NA;0;NA;-0.7;53.6;139.2;240.4;95.7;169.9;41.4;410.3;137.1;0.3206;2.5030
BS;BS_9;I_c;o;0;1;1;0.0212;0;0;7.754;0;240.75;-0.7;53.6;139.2;240.4;95.7;169.9;41.4;410.3;137.1;0.3206;2.5030
BS;BS_11;I_c;o;0;1;1;0.0000;0;0;2.963;0;261.97;-0.7;53.6;139.2;240.4;95.7;169.9;41.4;410.3;137.1;0.3206;2.5030
BS;BS_1;I_h;c;1;1;1;-0.0124;0;0;0.152;6;NA;-0.7;53.6;139.2;240.4;95.7;169.9;41.4;410.3;137.1;0.3206;2.5030
BS;BS_16;I_h;c;1;1;1;-0.0030;0;0;0.137;7;133.98;-0.7;53.6;139.2;240.4;95.7;169.9;41.4;410.3;137.1;0.3206;2.5030
BS;BS_14;I_h;c;0;1;1;-0.0336;0;0;0.130;9;NA;-0.7;53.6;139.2;240.4;95.7;169.9;41.4;410.3;137.1;0.3206;2.5030
BS;BS_2;I_h;c;0;0;1;0.0190;0;0;1.135;11;124.57;-0.7;53.6;139.2;240.4;95.7;169.9;41.4;410.3;137.1;0.3206;2.5030
BS;BS_7;I_h;c;0;0;1;0.0211;0;0;4.106;11;209.98;-0.7;53.6;139.2;240.4;95.7;169.9;41.4;410.3;137.1;0.3206;2.5030
BS;BS_15;I_h;c;1;1;1;-0.0209;0;0;0.125;11;NA;-0.7;53.6;139.2;240.4;95.7;169.9;41.4;410.3;137.1;0.3206;2.5030
BS;BS_9;I_h;c;0;1;0;NA;0;0;NA;12;NA;-0.7;53.6;139.2;240.4;95.7;169.9;41.4;410.3;137.1;0.3206;2.5030
BS;BS_3;I_h;c;1;1;1;-0.0028;0;0;0.114;13;403.43;-0.7;53.6;139.2;240.4;95.7;169.9;41.4;410.3;137.1;0.3206;2.5030
BS;BS_10;I_h;c;0;1;1;-0.0061;0;0;0.272;14;221.71;-0.7;53.6;139.2;240.4;95.7;169.9;41.4;410.3;137.1;0.3206;2.5030
BS;BS_13;D_c;c;1;0;1;0.0080;0;0;3.059;15;67.79;-0.7;53.6;139.2;240.4;95.7;169.9;41.4;410.3;137.1;0.3206;2.5030
BS;BS_8;I_h;c;0;0;1;0.0190;0;0;1.914;17;242.39;-0.7;53.6;139.2;240.4;95.7;169.9;41.4;410.3;137.1;0.3206;2.5030
BS;BS_5;I_h;c;0;0;1;-0.0051;0;0;0.241;19;326.26;-0.7;53.6;139.2;240.4;95.7;169.9;41.4;410.3;137.1;0.3206;2.5030
BS;BS_11;I_h;c;0;1;0;NA;0;0;NA;NA;NA;-0.7;53.6;139.2;240.4;95.7;169.9;41.4;410.3;137.1;0.3206;2.5030
BS;BS_2;C_st;c;0;0;0;NA;1;1;NA;0;NA;-0.7;53.6;139.2;240.4;95.7;169.9;41.4;410.3;137.1;0.3206;2.5030
BS;BS_4;C_sc;o;1;0;1;0.0248;5;1;28.246;65;73.17;-0.7;53.6;139.2;240.4;95.7;169.9;41.4;410.3;137.1;0.3206;2.5030
BS;BS_6;C_sc;o;1;0;0;NA;9;1;NA;71;NA;-0.7;53.6;139.2;240.4;95.7;169.9;41.4;410.3;137.1;0.3206;2.5030
BS;BS_1;Sc_c;o;1;1;1;0.0000;12;1;2.553;74;95.05;-0.7;53.6;139.2;240.4;95.7;169.9;41.4;410.3;137.1;0.3206;2.5030
BS;BS_8;Si_n;o;0;0;1;-0.0161;13;1;13.908;26;294.99;-0.7;53.6;139.2;240.4;95.7;169.9;41.4;410.3;137.1;0.3206;2.5030
BS;BS_2;D_c;c;0;0;1;-0.0018;20;1;6.367;29;100.49;-0.7;53.6;139.2;240.4;95.7;169.9;41.4;410.3;137.1;0.3206;2.5030
BS;BS_1;Si_n;o;1;1;1;0.0148;21;1;3.141;33;131.96;-0.7;53.6;139.2;240.4;95.7;169.9;41.4;410.3;137.1;0.3206;2.5030
BS;BS_16;C_sc;o;1;1;1;0.0153;22;1;35.638;85;NA;-0.7;53.6;139.2;240.4;95.7;169.9;41.4;410.3;137.1;0.3206;2.5030
BS;BS_14;K_p;o;0;1;1;-0.0085;23;1;12.817;63;126.10;-0.7;53.6;139.2;240.4;95.7;169.9;41.4;410.3;137.1;0.3206;2.5030
BS;BS_11;K_p;o;0;1;1;-0.0110;24;1;19.774;98;116.05;-0.7;53.6;139.2;240.4;95.7;169.9;41.4;410.3;137.1;0.3206;2.5030
BS;BS_4;Sc_o;c;1;0;1;-0.0049;26;1;5.461;58;139.03;-0.7;53.6;139.2;240.4;95.7;169.9;41.4;410.3;137.1;0.3206;2.5030
BS;BS_9;K_m;c;0;1;1;0.0107;26;1;45.405;71;91.21;-0.7;53.6;139.2;240.4;95.7;169.9;41.4;410.3;137.1;0.3206;2.5030
BS;BS_14;Sc_c;o;0;1;1;0.0102;26;1;4.797;85;115.81;-0.7;53.6;139.2;240.4;95.7;169.9;41.4;410.3;137.1;0.3206;2.5030
BS;BS_2;K_p;o;0;0;1;0.0220;34;1;44.485;73;89.99;-0.7;53.6;139.2;240.4;95.7;169.9;41.4;410.3;137.1;0.3206;2.5030
BS;BS_16;K_p;o;1;1;1;-0.0016;35;1;26.749;88;92.77;-0.7;53.6;139.2;240.4;95.7;169.9;41.4;410.3;137.1;0.3206;2.5030
BS;BS_3;K_m;c;1;1;1;0.0041;37;1;19.177;59;69.13;-0.7;53.6;139.2;240.4;95.7;169.9;41.4;410.3;137.1;0.3206;2.5030
BS;BS_15;Sc_c;o;1;1;1;0.0183;40;1;9.868;81;103.83;-0.7;53.6;139.2;240.4;95.7;169.9;41.4;410.3;137.1;0.3206;2.5030
BS;BS_7;Si_o;c;0;0;0;NA;40;1;NA;NA;NA;-0.7;53.6;139.2;240.4;95.7;169.9;41.4;410.3;137.1;0.3206;2.5030
BS;BS_6;K_p;o;1;0;1;0.0208;41;1;130.811;105;95.05;-0.7;53.6;139.2;240.4;95.7;169.9;41.4;410.3;137.1;0.3206;2.5030
BS;BS_3;D_c;c;1;1;1;-0.0155;42;1;4.447;46;80.02;-0.7;53.6;139.2;240.4;95.7;169.9;41.4;410.3;137.1;0.3206;2.5030
BS;BS_7;K_p;o;0;0;1;0.0104;42;1;30.684;64;92.32;-0.7;53.6;139.2;240.4;95.7;169.9;41.4;410.3;137.1;0.3206;2.5030
BS;BS_15;K_m;c;1;1;1;-0.0079;44;1;21.496;65;75.46;-0.7;53.6;139.2;240.4;95.7;169.9;41.4;410.3;137.1;0.3206;2.5030
BS;BS_13;K_p;o;1;0;1;0.0175;44;1;69.946;85;100.51;-0.7;53.6;139.2;240.4;95.7;169.9;41.4;410.3;137.1;0.3206;2.5030
BS;BS_14;D_c;c;0;1;1;0.0145;45;1;6.318;47;87.10;-0.7;53.6;139.2;240.4;95.7;169.9;41.4;410.3;137.1;0.3206;2.5030
BS;BS_3;Sc_c;o;1;1;1;-0.0013;45;1;7.032;81;98.43;-0.7;53.6;139.2;240.4;95.7;169.9;41.4;410.3;137.1;0.3206;2.5030
BS;BS_15;K_p;o;1;1;1;0.0060;45;1;49.218;91;113.09;-0.7;53.6;139.2;240.4;95.7;169.9;41.4;410.3;137.1;0.3206;2.5030
BS;BS_1;K_m;c;1;1;1;-0.0215;46;1;7.347;0;102.08;-0.7;53.6;139.2;240.4;95.7;169.9;41.4;410.3;137.1;0.3206;2.5030
BS;BS_16;K_m;c;1;1;1;0.0033;49;1;18.502;63;95.38;-0.7;53.6;139.2;240.4;95.7;169.9;41.4;410.3;137.1;0.3206;2.5030
BS;BS_13;I_c;o;1;0;1;0.0127;50;1;31.562;97;172.70;-0.7;53.6;139.2;240.4;95.7;169.9;41.4;410.3;137.1;0.3206;2.5030
BS;BS_1;K_p;o;1;1;1;0.0043;51;1;52.068;92;89.88;-0.7;53.6;139.2;240.4;95.7;169.9;41.4;410.3;137.1;0.3206;2.5030
BS;BS_4;Si_n;o;1;0;1;0.0362;53;1;27.640;38;136.02;-0.7;53.6;139.2;240.4;95.7;169.9;41.4;410.3;137.1;0.3206;2.5030
BS;BS_5;K_m;c;0;0;1;0.0334;55;1;100.979;58;79.76;-0.7;53.6;139.2;240.4;95.7;169.9;41.4;410.3;137.1;0.3206;2.5030
BS;BS_14;K_m;c;0;1;1;-0.0146;55;1;12.289;68;103.42;-0.7;53.6;139.2;240.4;95.7;169.9;41.4;410.3;137.1;0.3206;2.5030
BS;BS_10;C_sc;o;0;1;1;0.0308;56;1;124.220;91;58.74;-0.7;53.6;139.2;240.4;95.7;169.9;41.4;410.3;137.1;0.3206;2.5030
BS;BS_7;C_sc;o;0;0;1;0.0312;57;1;82.565;70;75.88;-0.7;53.6;139.2;240.4;95.7;169.9;41.4;410.3;137.1;0.3206;2.5030
BS;BS_13;K_m;c;1;0;1;0.0088;58;1;44.372;48;132.30;-0.7;53.6;139.2;240.4;95.7;169.9;41.4;410.3;137.1;0.3206;2.5030
BS;BS_14;C_sc;o;0;1;1;0.0330;58;1;24.497;70;153.96;-0.7;53.6;139.2;240.4;95.7;169.9;41.4;410.3;137.1;0.3206;2.5030
BS;BS_7;K_m;c;0;0;1;0.0155;60;1;23.213;48;98.00;-0.7;53.6;139.2;240.4;95.7;169.9;41.4;410.3;137.1;0.3206;2.5030
BS;BS_2;K_m;c;0;0;1;0.0052;63;1;26.772;48;110.30;-0.7;53.6;139.2;240.4;95.7;169.9;41.4;410.3;137.1;0.3206;2.5030
BS;BS_9;Si_o;c;0;1;0;NA;64;1;NA;0;NA;-0.7;53.6;139.2;240.4;95.7;169.9;41.4;410.3;137.1;0.3206;2.5030
BS;BS_15;C_sc;o;1;1;1;0.0384;65;1;90.972;82;75.75;-0.7;53.6;139.2;240.4;95.7;169.9;41.4;410.3;137.1;0.3206;2.5030
BS;BS_9;K_p;o;0;1;1;-0.0182;65;1;69.426;90;98.27;-0.7;53.6;139.2;240.4;95.7;169.9;41.4;410.3;137.1;0.3206;2.5030
BS;BS_10;K_m;c;0;1;1;-0.0151;67;1;23.093;72;82.36;-0.7;53.6;139.2;240.4;95.7;169.9;41.4;410.3;137.1;0.3206;2.5030
BS;BS_6;K_m;c;1;0;1;-0.0009;74;1;27.695;66;101.82;-0.7;53.6;139.2;240.4;95.7;169.9;41.4;410.3;137.1;0.3206;2.5030
BS;BS_5;K_p;o;0;0;1;0.0106;74;1;149.656;76;65.67;-0.7;53.6;139.2;240.4;95.7;169.9;41.4;410.3;137.1;0.3206;2.5030
BS;BS_11;K_m;c;0;1;1;0.0088;75;1;19.766;72;100.69;-0.7;53.6;139.2;240.4;95.7;169.9;41.4;410.3;137.1;0.3206;2.5030
BS;BS_3;Sc_o;c;1;1;1;0.0312;75;1;23.619;95;117.95;-0.7;53.6;139.2;240.4;95.7;169.9;41.4;410.3;137.1;0.3206;2.5030
BS;BS_10;K_p;o;0;1;1;-0.0203;80;1;30.358;93;77.39;-0.7;53.6;139.2;240.4;95.7;169.9;41.4;410.3;137.1;0.3206;2.5030
BS;BS_12;K_p;o;1;0;1;0.0242;83;1;94.976;79;99.61;-0.7;53.6;139.2;240.4;95.7;169.9;41.4;410.3;137.1;0.3206;2.5030
BS;BS_15;D_c;c;1;1;1;-0.0019;85;1;11.662;63;87.47;-0.7;53.6;139.2;240.4;95.7;169.9;41.4;410.3;137.1;0.3206;2.5030
BS;BS_10;Sc_c;o;0;1;1;0.0215;85;1;21.570;86;113.08;-0.7;53.6;139.2;240.4;95.7;169.9;41.4;410.3;137.1;0.3206;2.5030
BS;BS_3;C_sc;o;1;1;1;0.0218;88;1;162.288;107;81.63;-0.7;53.6;139.2;240.4;95.7;169.9;41.4;410.3;137.1;0.3206;2.5030
BS;BS_10;Sc_o;c;0;1;1;0.0268;90;1;53.686;113;69.63;-0.7;53.6;139.2;240.4;95.7;169.9;41.4;410.3;137.1;0.3206;2.5030
BS;BS_2;C_sc;o;0;0;1;0.0381;91;1;140.974;89;147.41;-0.7;53.6;139.2;240.4;95.7;169.9;41.4;410.3;137.1;0.3206;2.5030
BS;BS_15;Sc_o;c;1;1;1;0.0276;92;1;22.364;76;86.17;-0.7;53.6;139.2;240.4;95.7;169.9;41.4;410.3;137.1;0.3206;2.5030
BS;BS_9;C_sc;o;0;1;1;0.0290;95;1;147.336;91;85.59;-0.7;53.6;139.2;240.4;95.7;169.9;41.4;410.3;137.1;0.3206;2.5030
BS;BS_14;Sc_o;c;0;1;1;0.0042;95;1;28.512;125;78.37;-0.7;53.6;139.2;240.4;95.7;169.9;41.4;410.3;137.1;0.3206;2.5030
BS;BS_3;K_p;o;1;1;1;-0.0004;96;1;76.295;94;107.31;-0.7;53.6;139.2;240.4;95.7;169.9;41.4;410.3;137.1;0.3206;2.5030
BS;BS_3;Si_n;o;1;1;1;0.0099;97;1;1.930;40;127.52;-0.7;53.6;139.2;240.4;95.7;169.9;41.4;410.3;137.1;0.3206;2.5030
BS;BS_10;D_d;o;0;1;1;0.0295;98;1;57.785;12;139.16;-0.7;53.6;139.2;240.4;95.7;169.9;41.4;410.3;137.1;0.3206;2.5030
BS;BS_3;Si_o;c;1;1;1;-0.0178;100;1;1.610;47;NA;-0.7;53.6;139.2;240.4;95.7;169.9;41.4;410.3;137.1;0.3206;2.5030
BS;BS_4;K_m;c;1;0;1;0.0281;103;1;137.324;56;115.49;-0.7;53.6;139.2;240.4;95.7;169.9;41.4;410.3;137.1;0.3206;2.5030
BS;BS_9;D_c;c;0;1;1;0.0059;103;1;18.647;72;86.10;-0.7;53.6;139.2;240.4;95.7;169.9;41.4;410.3;137.1;0.3206;2.5030
BS;BS_11;C_sc;o;0;1;1;0.0268;103;1;246.530;120;303.22;-0.7;53.6;139.2;240.4;95.7;169.9;41.4;410.3;137.1;0.3206;2.5030
BS;BS_16;D_c;c;1;1;1;0.0229;104;1;17.155;56;76.16;-0.7;53.6;139.2;240.4;95.7;169.9;41.4;410.3;137.1;0.3206;2.5030
BS;BS_5;D_c;c;0;0;1;0.0304;106;1;19.983;73;108.88;-0.7;53.6;139.2;240.4;95.7;169.9;41.4;410.3;137.1;0.3206;2.5030
BS;BS_8;K_p;o;0;0;1;0.0139;106;1;146.869;108;65.92;-0.7;53.6;139.2;240.4;95.7;169.9;41.4;410.3;137.1;0.3206;2.5030
BS;BS_8;Sc_o;c;0;0;1;0.0271;113;1;44.580;109;78.74;-0.7;53.6;139.2;240.4;95.7;169.9;41.4;410.3;137.1;0.3206;2.5030
BS;BS_10;D_c;c;0;1;1;0.0038;116;1;NA;56;73.32;-0.7;53.6;139.2;240.4;95.7;169.9;41.4;410.3;137.1;0.3206;2.5030
BS;BS_7;D_c;c;0;0;1;0.0094;119;1;29.164;58;35.29;-0.7;53.6;139.2;240.4;95.7;169.9;41.4;410.3;137.1;0.3206;2.5030
BS;BS_8;K_m;c;0;0;1;-0.0019;120;1;88.054;65;100.57;-0.7;53.6;139.2;240.4;95.7;169.9;41.4;410.3;137.1;0.3206;2.5030
BS;BS_11;Sc_c;o;0;1;1;0.0200;120;1;40.119;113;80.88;-0.7;53.6;139.2;240.4;95.7;169.9;41.4;410.3;137.1;0.3206;2.5030
BS;BS_10;Si_o;c;0;1;1;-0.0052;121;1;2.106;46;126.70;-0.7;53.6;139.2;240.4;95.7;169.9;41.4;410.3;137.1;0.3206;2.5030
BS;BS_7;D_d;o;0;0;1;0.0204;132;1;71.555;43;NA;-0.7;53.6;139.2;240.4;95.7;169.9;41.4;410.3;137.1;0.3206;2.5030
BS;BS_9;Sc_c;o;0;1;1;0.0153;135;1;51.799;117;101.45;-0.7;53.6;139.2;240.4;95.7;169.9;41.4;410.3;137.1;0.3206;2.5030
BS;BS_12;K_m;c;1;0;1;0.0152;136;1;58.027;63;103.81;-0.7;53.6;139.2;240.4;95.7;169.9;41.4;410.3;137.1;0.3206;2.5030
BS;BS_4;K_p;o;1;0;1;0.0077;136;1;151.081;84;91.54;-0.7;53.6;139.2;240.4;95.7;169.9;41.4;410.3;137.1;0.3206;2.5030
BS;BS_7;Si_n;o;0;0;1;-0.0004;140;1;53.576;59;103.22;-0.7;53.6;139.2;240.4;95.7;169.9;41.4;410.3;137.1;0.3206;2.5030
BS;BS_6;D_c;c;1;0;1;0.0172;156;1;50.256;70;46.79;-0.7;53.6;139.2;240.4;95.7;169.9;41.4;410.3;137.1;0.3206;2.5030
